Service,Resource Type,Operation Name,Activity Type,Description,Origin,IsDataAction
Microsoft Web Apps,Web Apps Diagnostics Site Restart User Initiated,Get Web Apps Diagnostics Site Restart User Initiated,microsoft.web/sites/diagnostics/siterestartuserinitiated/read,Get Web Apps Diagnostics Site Restart User Initiated.,"user,system",False
Microsoft Web Apps,Web Apps Diagnostics Site Swap,Get Web Apps Diagnostics Site Swap,microsoft.web/sites/diagnostics/siteswap/read,Get Web Apps Diagnostics Site Swap.,"user,system",False
Microsoft Web Apps,Web Apps Diagnostics Thread Count,Get Web Apps Diagnostics Thread Count,microsoft.web/sites/diagnostics/threadcount/read,Get Web Apps Diagnostics Thread Count.,"user,system",False
Microsoft Web Apps,Web Apps Diagnostics Worker Process Recycle,Get Web Apps Diagnostics Worker Process Recycle,microsoft.web/sites/diagnostics/workerprocessrecycle/read,Get Web Apps Diagnostics Worker Process Recycle.,"user,system",False
Microsoft Web Apps,Web Apps Diagnostics Workeravailability,Get Web Apps Diagnostics Workeravailability,microsoft.web/sites/diagnostics/workeravailability/read,Get Web Apps Diagnostics Workeravailability.,"user,system",False
Microsoft Web Apps,Web Apps Domain Ownership Identifiers,Delete Web Apps Domain Ownership Identifiers,microsoft.web/sites/domainownershipidentifiers/delete,Delete Web Apps Domain Ownership Identifiers.,"user,system",False
Microsoft Web Apps,Web Apps Domain Ownership Identifiers,Get Web Apps Domain Ownership Identifiers,microsoft.web/sites/domainownershipidentifiers/read,Get Web Apps Domain Ownership Identifiers.,"user,system",False
Microsoft Web Apps,Web Apps Domain Ownership Identifiers,Update Web Apps Domain Ownership Identifiers,microsoft.web/sites/domainownershipidentifiers/write,Update Web Apps Domain Ownership Identifiers.,"user,system",False
Microsoft Web Apps,Web Apps Functions,Delete Web Apps Functions,microsoft.web/sites/functions/delete,Delete Web Apps Functions.,"user,system",False
Microsoft Web Apps,Web Apps Functions,Delete Web Apps Functions Host Function Keys,microsoft.web/sites/host/functionkeys/delete,Delete Functions Host Function keys.,"user,system",False
Microsoft Web Apps,Web Apps Functions,Delete Web Apps Functions Host System Keys,microsoft.web/sites/host/systemkeys/delete,Delete Functions Host System keys.,"user,system",False
Microsoft Web Apps,Web Apps Functions,Delete Web Apps Functions Keys,microsoft.web/sites/functions/keys/delete,Delete Function keys.,"user,system",False
Microsoft Web Apps,Web Apps Functions,Get Web Apps Functions,microsoft.web/sites/functions/read,Get Web Apps Functions.,"user,system",False
Microsoft Web Apps,Web Apps Functions,List Web Apps Functions Host Keys,microsoft.web/sites/host/listkeys/action,List Functions Host keys.,"user,system",False
Microsoft Web Apps,Web Apps Functions,List Web Apps Functions Keys,microsoft.web/sites/functions/listkeys/action,List Function keys.,"user,system",False
Microsoft Web Apps,Web Apps Functions,List Web Apps Functions Secrets,microsoft.web/sites/functions/listsecrets/action,List Function secrets.,"user,system",False
Microsoft Web Apps,Web Apps Functions,Update Web Apps Functions,microsoft.web/sites/functions/write,Update Web Apps Functions.,"user,system",False
Microsoft Web Apps,Web Apps Functions,Update Web Apps Functions Host Function Keys,microsoft.web/sites/host/functionkeys/write,Update Functions Host Function keys.,"user,system",False
Microsoft Web Apps,Web Apps Functions,Update Web Apps Functions Host System Keys,microsoft.web/sites/host/systemkeys/write,Update Functions Host System keys.,"user,system",False
Microsoft Web Apps,Web Apps Functions,Update Web Apps Functions Keys,microsoft.web/sites/functions/keys/write,Update Function keys.,"user,system",False
Microsoft Web Apps,Web Apps Functions Masterkey,Get Web Apps Functions Masterkey,microsoft.web/sites/functions/masterkey/read,Get Web Apps Functions Masterkey.,"user,system",False
Microsoft Web Apps,Web Apps Functions Token,Get Web Apps Functions Token,microsoft.web/sites/functions/token/read,Get Web Apps Functions Token.,"user,system",False
Microsoft Web Apps,Web Apps Hostname Bindings,Delete Web Apps Hostname Bindings,microsoft.web/sites/hostnamebindings/delete,Delete Web Apps Hostname Bindings.,"user,system",False
Microsoft Web Apps,Web Apps Hostname Bindings,Get Web Apps Hostname Bindings,microsoft.web/sites/hostnamebindings/read,Get Web Apps Hostname Bindings.,"user,system",False
Microsoft Web Apps,Web Apps Hostname Bindings,Update Web Apps Hostname Bindings,microsoft.web/sites/hostnamebindings/write,Update Web Apps Hostname Bindings.,"user,system",False
Microsoft Web Apps,Web Apps Hostruntime Functions Keys,Get Web Apps Hostruntime Functions Keys,microsoft.web/sites/hostruntime/functions/keys/read,Get Web Apps Hostruntime Functions Keys.,"user,system",False
Microsoft Web Apps,Web Apps Hostruntime Host,Get Web Apps Hostruntime Host,microsoft.web/sites/hostruntime/host/read,Get Web Apps Hostruntime Host.,"user,system",False
