Service,Resource Type,Operation Name,Activity Type,Description,Origin,IsDataAction
Microsoft Cache,Azure Cache for Redis private endpoint connections,Read private endpoint connection,Microsoft.Cache/redis/privateEndpointConnections/read,Read a private endpoint connection,,False
Microsoft Cache,Azure Cache for Redis private endpoint connections,Write private endpoint connection,Microsoft.Cache/redis/privateEndpointConnections/write,Write a private endpoint connection,,False
Microsoft Cache,Azure Cache for Redis private linkable resources,Approve Private Endpoint Connections,Microsoft.Cache/redis/PrivateEndpointConnectionsApproval/action,Approve Private Endpoint Connections,,False
Microsoft Cache,Azure Cache for Redis private linkable resources,Read Private Linkable Resources,Microsoft.Cache/redis/privateLinkResources/read,Read 'groupId' of redis subresource that a private link can be connected to,,False
Microsoft Cache,IP firewall rule of a Redis Cache,Delete Redis Cache Firewall Rule,Microsoft.Cache/redis/firewallRules/delete,Delete IP firewall rules of a Redis Cache,,False
Microsoft Cache,IP firewall rule of a Redis Cache,Get Redis Cache Firewall Rule,Microsoft.Cache/redis/firewallRules/read,Get the IP firewall rules of a Redis Cache,,False
Microsoft Cache,IP firewall rule of a Redis Cache,Update Redis Cache Firewall Rule,Microsoft.Cache/redis/firewallRules/write,Edit the IP firewall rules of a Redis Cache,,False
Microsoft Cache,Linked Servers of a Redis Cache,Add Redis Cache Linked Server,Microsoft.Cache/redis/linkedServers/write,Add Linked Server to a Redis Cache,,False
Microsoft Cache,Linked Servers of a Redis Cache,Delete Redis Cache Linked Server,Microsoft.Cache/redis/linkedServers/delete,Delete Linked Server from a Redis Cache,,False
Microsoft Cache,Linked Servers of a Redis Cache,Get Redis Cache Linked Servers,Microsoft.Cache/redis/linkedServers/read,Get Linked Servers associated with a redis cache.,,False
Microsoft Cache,Patching schedule of a Redis Cache,Change Redis Patching Schedule,Microsoft.Cache/redis/patchSchedules/write,Modify the patching schedule of a Redis Cache,,False
Microsoft Cache,Patching schedule of a Redis Cache,Delete Redis Cache Patch Schedule,Microsoft.Cache/redis/patchSchedules/delete,Delete the patch schedule of a Redis Cache,,False
Microsoft Cache,Patching schedule of a Redis Cache,Get Redis Cache Patch Schedule,Microsoft.Cache/redis/patchSchedules/read,Gets the patching schedule of a Redis Cache,,False
Microsoft Cache,Redis Cache,Delete Redis Cache,Microsoft.Cache/redis/delete,Delete the entire Redis Cache,,False
Microsoft Cache,Redis Cache,Export Redis data to storage,Microsoft.Cache/redis/export/action,Export Redis data to prefixed storage blobs in specified format,,False
Microsoft Cache,Redis Cache,Flush Cache,Microsoft.Cache/redis/flush/action,Deletes all of the keys in a cache. ,,False
Microsoft Cache,Redis Cache,"Force reboot a cache instance, potentially with data loss.",Microsoft.Cache/redis/forceReboot/action,"Force reboot a cache instance, potentially with data loss.",,False
Microsoft Cache,Redis Cache,Import data into Redis from storage,Microsoft.Cache/redis/import/action,Import data of a specified format from multiple blobs into Redis,,False
Microsoft Cache,Redis Cache,Manage Redis Cache (read-only),Microsoft.Cache/redis/read,View the Redis Cache's settings and configuration in the management portal,,False
Microsoft Cache,Redis Cache,Manage Redis Cache (read-write),Microsoft.Cache/redis/write,Modify the Redis Cache's settings and configuration in the management portal,,False
